temp_avg,humidity_avg,hive_weight,brood_count,active_days,historical_yield_avg,yield_kg
29.63779324701666,40.50906329837587,32.533003465020016,25829,118,13.522311748323666,42.11348154089461
28.65214862593595,52.270564558230895,32.6407100683121,24914,39,18.395593946458064,42.27818456615011
32.05504908105723,60.647119039912155,42.12746904766674,6286,87,14.969019641634787,33.79684498559065
26.832014924671913,53.728541578490635,27.16331437304907,20710,80,22.177949405375834,37.99303384504004
35.428560749802514,55.31162227083052,23.31422339394184,16371,93,25.762284261689445,35.85147388878033
25.96915836783702,71.6455543072812,30.638664729223294,20945,64,36.20892179371573,40.771468600106694
37.829530175806724,52.188941345815515,28.61716974962245,34734,81,32.7901654708586,48.25044768738525
35.03918200085655,57.98963212059338,28.889243613679703,12052,63,31.73249986174509,32.17391401073924
27.58330385994424,67.42785544594001,27.0082325314973,8654,50,22.333123131337906,27.76931981055545
25.071787522606833,53.87899738124446,21.262795689090858,28486,82,39.4506643579666,42.41191283288237
35.600998569912846,61.773034507975574,20.536218042002414,23743,92,26.49505085893576,37.63510211106508
34.18914547001902,70.18272980613608,49.63167169208094,20600,119,44.268672830530406,59.55097659404945
34.47709318453283,73.23322182801748,32.83319401207587,29489,55,32.19497484035079,43.58634824010404
35.026514506917295,45.14757183251633,31.52979941479045,13636,103,14.419265954757595,36.61052165811688
25.962580472543173,72.43056688065231,40.389418480792095,11441,76,33.666214672640194,35.827260687171815
29.660054471075544,57.224070257783836,26.547616635951925,26431,24,21.378640540109465,37.64490079475557
26.506297773826688,49.03855359046354,48.49883551850676,29611,35,34.02145188401341,53.55583814950132
36.22034453638271,56.06975146833915,43.590350432466565,26587,50,12.437440185684201,44.659379598438356
33.10287564875826,74.3011401349917,22.682330069367787,14667,26,16.12085030115858,27.072546707462088
29.30167432308444,57.24163328975044,32.52742327354785,17149,105,39.95080406170252,51.139441650567775
25.826258553718308,51.50630636006279,46.37354922686494,6798,118,17.95128449582302,38.46880976562343
29.04277018230361,62.1690299010854,48.34196066874231,31421,16,39.2964393835029,58.36357930813252
29.227383186347712,48.405096657236754,34.022045337496095,14600,27,19.774663095904366,31.291151794206385
34.48488031839483,42.65521648380324,38.40234167632123,26675,67,32.50086685205477,50.79876393907858
33.28824712761777,44.510790266872725,25.011018382762256,10495,46,34.29527007284409,36.38598609065408
36.533765653492246,44.48160436352204,49.7350587841093,14900,109,27.942916360076854,48.07185743608401
31.13879402710534,45.3165942729303,26.950151041503304,18673,30,20.685873684385594,34.170156966821246
26.55472519719792,44.85895104272935,48.281953224053765,16130,46,17.442553172988365,41.50417539157737
34.27218223389893,62.43061606811251,39.48939946977106,27668,46,11.161627409684918,41.181582530787296
34.890205632019665,46.36580295397007,38.232103846365774,20222,112,20.638124043425336,41.10089999674858
32.29660356840345,52.09835491633521,35.38065533049526,28669,25,32.86069766859491,48.89805127262076
35.02257333940929,71.38759434671042,26.92009435153276,6300,24,42.840668645696894,33.69432815319501
31.41934275273708,56.588657409200536,25.295840960165247,28253,29,40.49215687920682,43.717496519714686
31.795526781965922,63.364520848235955,26.61458627210526,14435,31,36.812267178735596,38.20239385387579
30.558033238661146,46.031195492057044,25.593147864327634,33552,54,37.595657013865456,51.99634588780999
25.330448647673236,46.730115658303475,43.3875342070026,24481,32,33.274471621659835,42.16935393300479
26.40258855091296,41.43040156932676,30.5037577750019,9616,69,19.110040014810103,27.674588681244
25.408579413927544,45.91272720752576,21.73528029690189,21393,87,41.75182607470404,41.52864740525271
33.27333534642914,49.75066186611855,49.07307890422434,34655,39,33.47563091670419,59.0267739873957
29.086627753992246,46.19536694968614,46.51357654890277,15617,118,29.615422084315398,48.20488585731012
31.611418985141135,43.10458868149695,47.83256849585639,10752,73,13.884631422471838,37.60398070640673
36.79836416103921,44.22225548852103,49.847234679393054,14852,92,25.64694403322489,49.6128030525335
28.240798978935373,56.1272568811454,25.216857476584618,32207,103,26.11253949206742,48.103589245769875
30.334977999463185,47.221680144202736,31.887260567079764,11295,36,40.25972633329345,36.62757315127072
34.82216480105963,52.74944513668264,42.74715427112274,26199,44,29.132687706572597,48.925238764950734
27.97437615139109,57.61960447991999,40.88061854161377,22456,98,23.314019213964336,48.428221477098205
26.00073882777431,64.1638190020278,24.616877190195652,8225,99,44.18801149787308,37.05035426048653
28.766768887878985,41.37592489443846,44.474993749718536,34530,58,13.875220766421048,50.50200371790425
27.095876734302056,67.97936396181649,26.73321715509982,6316,46,24.789194990918062,24.844737663093028
37.086069480453446,61.97651363218177,26.71452844467869,27083,65,11.470863630999185,35.42437697312654
35.50556493433742,42.86156611821052,36.10923268680241,17337,60,35.89664422684256,42.222580948316555
33.23424883463551,70.5752518437372,37.78819804525109,11807,35,42.13267932697027,42.482965002439634
36.328987672440334,72.23053401861347,37.402586235134336,28058,113,19.80130653426713,47.354100405113535
35.44773699968849,42.13772859492023,22.744605121932647,8683,46,40.04195868796923,32.78109445942179
27.425410765518464,49.69071768515213,46.32382587891141,12227,108,20.22763806616642,45.255423196014604
36.60326698036971,68.21704479275715,27.96800127766118,8273,53,41.87695565753703,35.34764961386037
32.01144914490346,66.18908916342804,23.885447638484123,28384,26,36.38866662588744,43.74225579275912
35.49672201713281,46.458235677473205,46.662442396069316,5145,119,38.171737189450354,42.96359231586315
36.649186899005414,47.32722631678486,48.6695449468926,10010,61,10.630229446015907,38.006829031860896
29.13404517463423,52.96652359769837,45.86382851796352,21035,32,43.69836249759091,48.743470326693036
26.430675018859798,56.958304481685744,44.285482241746344,8040,35,35.433484722461316,39.40264824002871
27.96315711304524,61.63891700356036,39.65725941917065,14654,27,20.66628833851467,36.266915268151855
30.552401252141333,52.911977384942034,36.52572111827418,34252,35,39.02881327005964,54.533989234553474
35.63419195699241,56.18871506466017,22.609602797342305,31160,22,19.853241944522548,37.31323568666269
36.189497582332464,66.16148283468148,32.25359639212096,21866,60,40.54638438481447,42.31651490522456
25.090377696905477,41.28391210117093,31.18065551036942,24563,118,13.940313664417795,41.93105694562377
31.639714933508355,48.835293052040726,27.792613512809787,22633,21,34.62900921112785,42.45520610287161
30.42634304093413,64.96723550595934,41.702603410657545,34344,37,28.924446682571862,51.7807391618675
27.887401536119494,71.33223931905198,34.87627205236312,22014,110,13.378706456840428,41.4849275028591
26.558249775337877,57.90871047404831,22.431386477229438,19996,89,18.466283989059363,34.362838695277524
29.388997228247163,58.623971984286044,26.60549605849434,21336,100,10.434141269706018,37.71206654074228
37.25782615086275,43.75102039689216,40.49776290978788,13853,36,26.406878791257704,36.96042729649307
29.20163811626982,55.65943283882091,22.283925784709005,16695,103,20.54428412660001,31.9364463976408
31.744278082663758,58.64160432592581,45.53620742146306,7852,36,30.942511950421558,38.24810269137949
34.139246465637314,48.48646762721554,34.854395810419234,21014,106,20.403323269801604,44.69460293041194
29.727184830930824,49.423513083228336,34.41759731979944,32042,43,20.497168902744463,48.009910342748576
37.63316707537249,53.204945708661796,37.77223353978553,5987,27,36.01176195560612,31.70109835422423
37.511814834247446,40.702491922220425,44.740428977754476,12622,96,11.684999259242371,41.93700177936733
28.273169845729733,51.27277079541124,30.43427623706579,28711,16,41.60132483171955,43.02419344963906
31.46423057660101,47.40068024487906,40.34048457677191,31122,43,39.82923560369135,54.886165459024035
28.911418027618005,51.46240732622701,36.97195891987373,30225,99,33.37316391292423,54.677630690290115
28.70292642690708,44.19167461367379,28.01084810508264,14160,93,30.76275495375845,38.20181076745045
25.479530315608926,71.16845482589632,46.358899590654744,32213,66,41.23058743488782,56.32302424951351
32.92433634173866,60.7757358743917,43.92278064820785,22484,41,16.486556283505006,44.238434648887875
31.5348273019752,63.76858117005713,39.75355503975277,11652,64,12.763920676679001,35.75407375834184
25.66922376624986,67.62099335125684,45.51745187282726,30016,109,18.382855946833836,52.57805436591879
28.62240403507595,57.445476962517006,46.01882602879407,12421,93,37.81023975450666,48.637612037756334
36.8074565175665,43.04221008305983,41.25088930145104,26400,37,11.213459335426917,39.796329871373075
28.11430457867064,58.79872896364917,45.11039985091016,5769,102,30.398239227922137,37.7674900518005
26.8836333371859,60.53943913073077,40.92414385007851,22727,58,44.84031306669585,49.909844567700674
31.36288588360832,66.09038159645155,40.40422315280901,19114,91,39.949363284313876,52.182396339563624
37.81345590343781,55.108084118038775,38.55834134645553,9358,36,28.25059911652563,33.776390841329516
28.146718529649505,44.465310597844734,42.58149918672923,33305,57,12.227431825032482,48.36072647611931
33.73776211627642,49.93215670295535,24.75815315879221,33482,51,39.09807300349985,51.455363283846616
34.90105499927333,52.70788037395223,46.426122775967855,31153,75,30.964247786202368,55.885089050486336
28.089288071901194,62.60710344660605,46.15530583235696,28164,111,14.02265489708484,51.43182298871199
34.466812531954176,59.97724066341192,20.877418491036774,33584,70,13.285004968817468,41.944702684218754
29.781180725350293,52.46338540642462,44.77450251694288,27986,17,41.83693868028074,53.52959872972633
33.21997579771653,74.52803370775429,23.866096024203355,34670,77,33.42200920283275,48.61414400954584
33.23588623989163,61.20211867749105,30.053565627774255,16543,33,39.025037976086445,38.31061463153845
31.96507089297186,48.30293771075981,42.30524768874823,34371,37,40.76426150987936,60.0
26.17376701070731,43.56238654171413,24.822796881449246,23733,43,30.01203232169128,40.80829774048291
35.85893244266009,45.35006987145162,44.53901072357186,33178,44,28.110622311426443,55.94103929559132
29.170140844632567,48.60852049345779,44.964025338732256,10699,53,25.064959361234656,39.42859616732867
27.424740635198106,45.62384806408445,35.224032012825084,22625,39,21.093130572689176,36.74284855311149
25.53007684021193,46.529845841795705,20.191576151505007,6125,115,25.21085863005491,27.945678428590032
32.681608261447145,49.97833090428465,28.61114399524738,15793,22,37.08578795055547,40.92741338039967
33.80833670394967,46.06807583531642,38.507807551272265,30766,72,31.067320085529605,54.805550503612665
25.21564177606213,71.38678986192488,49.435585340822705,11764,30,41.238315148419616,43.11495621464706
31.65720975789065,42.808181098157476,38.95440581050005,26485,86,25.51830050327157,52.0834098021645
27.944445077573192,58.357898634958914,27.794107431924793,17323,15,31.24813525515639,31.62629447589295
33.38724627532285,54.363888944638155,39.02017109298834,18031,19,32.095764358219604,40.24829529053046
27.26676357706489,74.38325159180123,36.19956139147567,19052,17,30.709400680721394,36.564425204237665
33.98219059533206,43.92136157588183,43.39536185453431,17640,79,34.59218205799307,49.66322489386884
30.027559501906985,53.92494596660096,23.20941916480875,12843,18,18.310171393118218,27.296785362148995
37.17748985357755,73.93146516463791,42.83083707506084,19210,118,27.93273221410267,48.40060264419447
26.78777227389791,70.29274940628932,36.23799736028331,21456,113,13.647868098292168,40.075879429999574
29.43386256365336,68.5975224832248,48.88976011576984,26856,110,23.45789646756844,55.5920889105028
26.475155776127657,49.026598946572896,30.25616498116058,15106,78,27.068347401744255,35.66428060551563
37.02101703762132,45.981065558652304,38.97865679401845,10189,112,32.82784908409154,40.67995947520886
36.40541159395275,63.402512697355085,47.960843165300524,7472,103,43.26858684051712,48.422999725541686
28.353241160297024,72.5281596194655,23.07529183972038,32622,24,31.022787329192454,41.57049302820269
33.57979259844433,59.486701255487546,48.11685461709354,22091,35,36.02578706617959,47.86634761903793
35.62388860261581,60.00644413144649,40.636571669024406,23188,60,27.719312082332095,43.7467099045096
32.21761055079301,49.79926827810995,22.03511177315516,11704,117,32.1936410981716,35.03091513991814
31.885457518628083,66.9322526617178,29.028907008404488,8713,105,12.482627564682069,32.07834706055387
28.144079781705873,46.54653119951332,41.24516265935845,10051,41,18.903705329464643,33.53013749589586
26.21033598147669,51.32877327414853,22.020518044063152,15756,80,22.664858262179855,32.05214169134604
36.663804853393245,54.89027535157459,37.4651138052882,7475,55,26.537267425227974,34.37423902280607
36.7054347431233,57.76636325395593,30.376491708588702,8610,27,11.597706092583431,25.659818741941702
33.23031894455248,48.48434063452781,38.62746553302431,9255,23,14.900843414366118,28.80796215096261
29.40738728363311,44.01928886587213,21.372261014375386,19484,50,19.688500772695704,33.01447465653915
29.53972446996459,61.37170148545714,46.146104184571286,32399,100,44.00364418153677,60.0
34.43742382531311,50.10206936340895,49.2046690753219,28781,104,21.59714524860678,58.74714283411071
36.6624333793835,60.34333774979143,49.06633565857074,6735,72,26.871437033922888,36.91397484210178
36.53212351544653,45.40269503459708,42.48955495228774,31161,68,16.863419945843752,47.55027271377065
35.13838209614911,56.839903564918615,23.90258720391896,13258,26,31.37730248765189,29.892276703567617
33.34641140000574,58.6406301393055,42.747895877870675,32637,95,19.8239125430591,51.80717484166519
26.093819544935634,41.813823788784944,20.737607493764045,12979,92,17.244740245344936,28.492310052016155
27.10117328322998,51.78114973678722,20.663706545869918,7428,28,28.080041995609268,24.29707702212266
36.68120445085203,44.7045136928641,29.708306574486237,17345,48,10.192702970614729,29.62008776417818
32.88357777557467,42.21812396654687,34.65929571213997,12426,67,10.268241142722886,29.31228331856651
25.119561671016186,74.64860813364808,43.112222534233794,13533,34,17.667408318565023,37.85264635711448
26.319130057258416,51.282384574115305,40.49886129819515,10249,89,11.28524768752874,34.38501756312205
33.625522998404726,68.34560560491222,33.37708119130245,32350,30,13.780901394574197,48.26535127895129
25.065800590000844,48.912422916731735,28.208799988449975,26675,109,21.860122726856304,41.77101809776337
27.09050466842748,63.85259527783752,49.913735004731336,24201,84,38.09049878529345,58.107872117549505
32.13353926176562,66.60797509613903,32.78543906707919,32237,70,30.02170251792553,53.84415493869843
33.99463757000501,60.84735592127455,33.541610729890266,30808,97,27.943370408474575,51.59410214688616
33.47549637353381,56.505166599255546,24.908714635750076,25258,115,20.27210881228426,46.42717995240523
27.91550102298728,54.4144319951544,43.84428646249788,31977,72,42.61138018014857,58.86884246744213
34.258329877517966,52.21038932900483,40.81046677344466,14686,18,23.89552644330171,36.10786319226416
28.0842381374584,72.5335200486739,26.62308838366281,19109,18,13.048246837852002,21.825868784082232
29.23019607607048,69.07167927257052,22.47143136847528,25595,34,31.597328064123044,40.38769641711079
34.704388266534316,73.77594187332794,40.41497906224139,5661,24,13.984343771681049,24.772046941465025
33.445227687613794,44.35040282199407,39.63533642843406,17075,38,22.082809998059222,38.164161990251465
36.039904336424314,65.58036163212755,28.197785809946282,33195,113,27.75941785512331,49.50240841806677
33.548967599904465,72.84191598873633,48.52590686751231,19788,40,40.59778836398115,50.9309371391852
32.38801184336113,46.34315731579811,24.531736753427005,15060,51,27.274130311904152,35.398981686962905
26.217771981765203,42.32736935783721,32.97004403127806,20836,116,34.579056811108245,47.24102548160979
29.780305439772636,65.93922272515206,48.30847760502797,15526,99,44.748589364967465,55.9809231675658
28.44763077986243,60.10655896129691,32.59181950778367,8374,68,14.602119196429356,31.554801625022073
28.171865363928084,69.46400718653952,39.15577842992256,30592,118,19.615603393183182,51.66856895635431
37.64913721178179,44.892033181920134,31.927831938883827,33982,117,23.81016264591762,50.93404487531244
30.110270420667884,67.83435591509615,28.226456070460102,5207,35,24.763986248859098,28.611224269799028
36.596605217302475,47.056956201671056,49.51932943879485,7665,88,24.385737634294102,42.74449838828924
33.20480213796442,45.72795800029966,32.28002018945129,23877,52,41.76638508947942,50.101024533794764
35.33254694604143,45.74930292758475,46.82297611037403,28197,60,34.99114255633998,53.34460805788788
31.534282210367497,68.51011520809837,26.898638176732586,5632,18,31.276682493174633,28.858343954994407
32.49975050014267,63.281902724367,26.3931411207525,31678,74,20.828045125197374,46.17446192284762
31.40273001964523,58.30728986691918,20.93402248653534,32535,71,38.83266344774532,52.18816521817371
27.538158841374578,52.55906694432259,39.550004761276554,8083,59,43.42711790197461,39.72899531654402
34.391877498399566,70.70201892845878,31.055790311712833,34328,34,38.74193988925793,48.61095860334477
28.650040711731126,53.73557875979224,45.93074749518911,18711,31,10.054778681701551,38.84750286805675
25.3161075636089,68.5809803815052,34.19629720074671,15123,85,32.274047956419246,35.107567540373
33.39113984679318,55.369721799957645,49.045802837441656,25103,18,11.789738350473526,42.21375630165856
27.302438832291635,53.193055029871765,25.565765471093634,12123,107,19.016252711680266,30.40711130458946
37.22596159658789,56.193792498436224,46.05869503866832,15754,28,12.08336451217201,33.02540687322218
37.401071501033634,50.548225595744974,43.297905583752254,6679,17,31.132840853228572,31.99461978555817
36.89323707286583,66.1663283061688,43.127655339321564,20901,102,34.030646972241236,53.40029994604948
29.812063103320778,57.59521365323677,45.34349684350663,5236,115,14.00706733230668,38.54485620222512
25.200936014875275,48.1274443301386,42.830719728289964,12446,94,23.434360906574284,39.39019017181745
37.06814131364043,71.4851100646099,38.78660964894246,9443,72,25.96827781344397,38.33138119696071
30.566393928125088,53.436192748062396,23.937346330471627,28154,69,22.91685576163208,40.24064135234659
37.566512647567706,59.024350138989604,20.975785384737556,20463,18,14.235875016981757,24.323836583797345
37.52705970216029,71.72652388375914,47.6254354344706,34301,38,24.663172656561642,54.93455317605471
36.089122921075685,61.84832985698972,38.499509435622144,31116,48,36.29123167329463,53.72543532979053
28.827835596904613,44.091431424792745,43.89611872928529,27483,44,12.485268258663941,43.45848831399643
30.00627047182503,72.89412432647163,34.4456705453765,33519,96,12.80630049286662,46.740970366439
36.06477672971914,61.969781857499626,23.519245668871832,34943,33,22.416995214259448,45.252017594532774
29.11998606703161,51.721696512998015,23.755573766076512,13555,45,42.960399906662374,33.482602760353096
27.203405706919202,44.87452254321855,40.566958616869144,23752,74,33.40004263530199,48.10466394938596
32.23841641195855,67.79088162446035,32.90917684698388,21669,74,33.75344848353977,47.32678139943818
37.17001206409015,61.702546457497974,26.0157418010101,5148,33,22.66719967932527,26.731927283036203
34.04838735677465,58.671138219171254,34.74783640224311,18395,63,30.778127692298845,43.45421115240645
32.41079521116174,71.28624040678352,21.92626811225402,25421,77,10.354591440971019,37.35347268863323
26.263294419019992,67.60090239285857,37.45914205743196,27933,97,32.26336162433398,50.523670303575024
32.99509394708921,45.30862079064629,28.06980213305293,28505,36,41.96504316516828,49.84192287802064
37.87070005135542,50.91027237284419,43.92677301911564,34127,38,31.44007139206867,53.83767479523988
26.821092198074812,48.6971198935063,29.310858767707213,31342,90,40.57945077132207,49.72097790029993
31.738285480728578,66.0381202400437,33.656604472454035,9895,44,35.33905694131329,39.08582105608114
36.40584993506342,41.17363521575228,20.348616197243018,26664,72,14.21954457412916,37.40757970186656
34.62999203080466,59.94613897049608,22.173406633836766,22396,116,41.58586575500446,49.03548674838477
34.061204632938484,66.68605400092417,31.774806692200542,16023,45,12.32553455245212,31.930653639710847
34.13229309183242,70.68679728666123,34.39816504151371,15699,114,28.688861539171732,42.12777549517576
29.67338496585682,51.97286120505676,38.00061644357911,14715,78,14.974799332771019,32.60978218643914
28.81669397543841,68.74400566352045,28.749877361279097,24169,33,10.409731375581643,34.05597165921794
35.52169502122068,43.872110793432256,40.849456583796275,32132,62,24.771199104467364,53.8365450914766
35.53147413082935,69.62583021070813,45.803671915676134,25109,59,20.326424767895467,49.41056223690249
36.27194014154135,44.46210318161938,43.3955296668005,21163,114,27.010017282916106,51.70633668176455
36.87212718323413,53.90505516961285,21.188564760450713,25960,108,30.20199603570928,43.46773387265189
31.647451185192192,67.90533780228438,34.41520841773487,10782,69,11.530867530813158,34.22930136442439
31.519711830933595,45.24710995720708,23.147905352545244,27641,69,14.305115329331098,40.97886067042319
35.37783732656808,48.02379883314245,27.261350475875822,31177,111,29.55248387576489,49.74145795260135
33.449531100110946,65.27883989375732,49.59987779801439,23792,32,22.010857361043037,49.0735089019811
34.125569404350145,65.2012787791126,24.2748662870454,21724,77,35.52107206423068,41.864028725324175
35.34530470266931,62.4401671509854,34.966644603540686,7817,106,32.83020770071789,40.3242922120771
36.57006944362836,64.2881955563485,38.54467202954358,20096,61,39.59615270464674,44.59782118283799
29.393937039069964,58.99535551716586,41.07394911632312,23880,89,34.23724893342289,49.758859131232555
29.882578384319274,48.81296706174335,36.78946050460742,27346,71,25.047587708655186,50.29028287781677
26.221765217931296,52.09935977263718,20.29312542257551,34506,59,33.55383178380514,47.58575041786596
32.51764183295026,46.3559200880499,29.793839247319756,10299,47,19.638341098939648,31.9150492105993
25.467249559357647,71.79576964667699,35.53134930154134,14917,31,20.720972457237444,32.57567663417786
31.052774235721984,60.41871281681422,22.635994974345,28958,84,37.61448059722777,44.120437536630995
32.054380251198495,54.02979958672739,30.518807936275422,23073,18,25.624683074055376,39.34716064523109
28.725036277667698,56.17020312754464,20.996093263740995,8267,34,37.94331191814234,30.230618946580122
32.68083238739714,73.15491688641353,22.35735491465062,9406,61,38.784783078389744,33.37626776687811
25.396503249207644,45.367299109062806,31.907698286047882,29837,105,40.014681818144936,51.92819943739295
25.485526453739787,60.5180441205879,23.98147262129181,22826,29,42.08223325444226,42.68938165514671
35.693807288575556,57.70610376095631,37.02622544784674,29981,84,25.08448271796537,50.18122210908124
29.682478338346417,61.40089824021267,40.683949074117976,15382,61,21.16033864123986,40.59939178291168
26.651786664474503,40.63385643372942,44.017600973272486,9437,92,30.376956130793985,42.96534467255983
31.789162380712455,70.5243368130453,26.004507327344303,10435,89,22.991034820316965,31.717264188428615
35.00991619028194,72.62413988692643,25.024477467772094,29819,117,31.037595838008155,50.24496348742105
27.80567335745896,59.77966142562231,23.137035210032007,34161,23,34.69550519253386,47.711218329585336
33.097576185647,64.38277883569123,39.0929074863091,9107,104,34.09417564722479,47.005761452477046
26.109517044918984,72.28747834120534,41.19427179460703,5560,30,23.109351045704248,29.866993157125197
25.6718623751919,64.75335220096895,20.94758434476926,17329,83,15.840107059456349,29.52316118552436
31.907610210385926,45.33886650199915,48.086367387310695,32301,75,25.068526846177264,58.43870296191988
32.028256580931384,60.17009260583846,21.559138509544173,30169,24,14.990795042866806,37.45420306455428
33.28658871947668,61.23502662339996,36.238890059032116,26932,64,41.15339623143329,55.91607764675674
34.4391873383946,54.84457349558351,41.27181558352749,6826,17,22.10571112582501,29.007605525761353
37.68607703301295,65.7755482468653,46.129073712382564,16421,91,15.406091152816332,40.97476371855269
31.71190452791554,72.70284551691552,41.42260796397284,32863,108,10.890671596701281,50.62224491950464
29.198434148236196,72.39489795173716,44.051842492093755,17265,84,32.60378352002695,46.03968065597456
35.337420531993146,55.77937799914462,30.183505776284182,12629,95,32.29158111091601,39.9884020857635
